,doc_id,annotated_page_num,para_num,event_id,event,locationContext,sentence_text,temporalContext,explanation,pg_num,blk_id,sentence_id,doc_sentence_count,doc_sent_linear_order,linear_order
9800,957179368,10.0,6.0,E:-1509310060,alpha =,Italy,"of,the,epidemic,and,to,evaluate,the,possible,underestimation,or,overestimation,of,Extended,Data,Fig.,1g,,,h,shows,that,,,with,even,stronger,social-distancing,the,epidemic,phenomenon,based,on,current,statistics,,,which,are,heavily,subject,countermeasures,,,alpha,=,gamma,=,0.057,,,hence,R0,=,0.0329,,,significantly,lower,than,1,.",,,9,12,77,87,517,9801
9801,957179368,10.0,6.0,E:-1986665459,"are heavily subject countermeasures, alpha",,"of,the,epidemic,and,to,evaluate,the,possible,underestimation,or,overestimation,of,Extended,Data,Fig.,1g,,,h,shows,that,,,with,even,stronger,social-distancing,the,epidemic,phenomenon,based,on,current,statistics,,,which,are,heavily,subject,countermeasures,,,alpha,=,gamma,=,0.057,,,hence,R0,=,0.0329,,,significantly,lower,than,1,.",,mixed up lines between the two columns.,9,12,77,87,517,9802
9802,957179368,10.0,6.0,E:-1057698567,"current statistics, which are heavily subject countermeasures, alpha = gamma = 0.057, hence R0 = 0.0329,",,"of,the,epidemic,and,to,evaluate,the,possible,underestimation,or,overestimation,of,Extended,Data,Fig.,1g,,,h,shows,that,,,with,even,stronger,social-distancing,the,epidemic,phenomenon,based,on,current,statistics,,,which,are,heavily,subject,countermeasures,,,alpha,=,gamma,=,0.057,,,hence,R0,=,0.0329,,,significantly,lower,than,1,.",,mixed up lines between the two columns.,9,12,77,87,517,9803
9803,957179368,10.0,6.0,E:601031436,"are heavily subject countermeasures, alpha = gamma = 0.057, hence R0",,"of,the,epidemic,and,to,evaluate,the,possible,underestimation,or,overestimation,of,Extended,Data,Fig.,1g,,,h,shows,that,,,with,even,stronger,social-distancing,the,epidemic,phenomenon,based,on,current,statistics,,,which,are,heavily,subject,countermeasures,,,alpha,=,gamma,=,0.057,,,hence,R0,=,0.0329,,,significantly,lower,than,1,.",,mixed up lines between the two columns.,9,12,77,87,517,9804
9804,957179368,10.0,6.0,E:1876282727,"current statistics, which are heavily subject countermeasures, alpha = gamma = 0.057, hence R0",,"of,the,epidemic,and,to,evaluate,the,possible,underestimation,or,overestimation,of,Extended,Data,Fig.,1g,,,h,shows,that,,,with,even,stronger,social-distancing,the,epidemic,phenomenon,based,on,current,statistics,,,which,are,heavily,subject,countermeasures,,,alpha,=,gamma,=,0.057,,,hence,R0,=,0.0329,,,significantly,lower,than,1,.",,mixed up lines between the two columns.,9,12,77,87,517,9805
9805,957179368,10.0,6.0,E:969954497,"are heavily subject countermeasures, alpha = gamma = 0.057, hence R0",,"of,the,epidemic,and,to,evaluate,the,possible,underestimation,or,overestimation,of,Extended,Data,Fig.,1g,,,h,shows,that,,,with,even,stronger,social-distancing,the,epidemic,phenomenon,based,on,current,statistics,,,which,are,heavily,subject,countermeasures,,,alpha,=,gamma,=,0.057,,,hence,R0,=,0.0329,,,significantly,lower,than,1,.",,mixed up lines between the two columns.,9,12,77,87,517,9806
9806,957179368,10.0,6.0,E:1629622007,hence R0 = 0.0329,Italy,"of,the,epidemic,and,to,evaluate,the,possible,underestimation,or,overestimation,of,Extended,Data,Fig.,1g,,,h,shows,that,,,with,even,stronger,social-distancing,the,epidemic,phenomenon,based,on,current,statistics,,,which,are,heavily,subject,countermeasures,,,alpha,=,gamma,=,0.057,,,hence,R0,=,0.0329,,,significantly,lower,than,1,.",300-day horizon,,9,12,77,87,517,9807
9849,957179368,10.0,12.0,E:1466723749,epidemic phenomenon based on current statistics,,"of,the,epidemic,and,to,evaluate,the,possible,underestimation,or,overestimation,of,Extended,Data,Fig.,1g,,,h,shows,that,,,with,even,stronger,social-distancing,the,epidemic,phenomenon,based,on,current,statistics,,,which,are,heavily,subject,countermeasures,,,alpha,=,gamma,=,0.057,,,hence,R0,=,0.0329,,,significantly,lower,than,1,.",,,9,12,77,87,517,9850
9901,957179368,10.0,6.0,E:1428997329,evolution of the situation that leads to a peak in the number of concurrently infected individuals around day 25,Italy,"evolution,of,the,situation,that,leads,to,a,peak,in,the,number,of,concurrently,infected,individuals,around,day,25,,,amounting,to,0.057,%,of,the,population,;,the,peak,in,different,guidelines,and,protocols,(,for,example,,,more,extensive,screening,for,the,diagnosed,infected,occurs,at,day,35,and,amounts,to,0.048,%,of,the,population,.","300-day horizon,around day 25",,9,12,79,87,519,9902
9920,957179368,10.0,8.0,E:870554055,"disease or stricter social-distancing measures), which typically results in a change Eventually, 0.086% of the population have contracted the virus",Italy,"disease,or,stricter,social-distancing,measures,),,,which,typically,results,in,a,change,Eventually,,,0.086,%,of,the,population,have,contracted,the,virus,(,and,~,0.074,%,have,in,the,model,parameters,.",,mixed up lines between the two columns.,9,12,80,87,520,9921
9960,957179368,10.0,5.0,E:-702204444,"fraction of patients in need of intensive care, as shown in Extended Data Fig. 1h, conditions, but they are sensitive to the parameter values",Italy,"The,fraction,of,patients,in,need,of,intensive,care,,,as,shown,in,Extended,Data,Fig.,1h,,,conditions,,,but,they,are,sensitive,to,the,parameter,values,(,and,in,particular,reaches,its,peak,on,day,64,,,amounting,to,0.02,%,of,the,population,.",20 February 2020 (day 1) through 5 April 2020 (day 46),,9,12,82,87,522,9961
9961,957179368,10.0,9.0,E:260720609,they are sensitive to the parameter values,Italy,"The,fraction,of,patients,in,need,of,intensive,care,,,as,shown,in,Extended,Data,Fig.,1h,,,conditions,,,but,they,are,sensitive,to,the,parameter,values,(,and,in,particular,reaches,its,peak,on,day,64,,,amounting,to,0.02,%,of,the,population,.","after day 22,over a 300-day horizon,over a 500-day horizon",,9,12,82,87,522,9962
9962,957179368,10.0,5.0,E:263146706,"fraction of patients in need of intensive care, as shown in Extended Data Fig. 1h, conditions, but they are sensitive to the parameter values",Italy,"The,fraction,of,patients,in,need,of,intensive,care,,,as,shown,in,Extended,Data,Fig.,1h,,,conditions,,,but,they,are,sensitive,to,the,parameter,values,(,and,in,particular,reaches,its,peak,on,day,64,,,amounting,to,0.02,%,of,the,population,.",20 February 2020 (day 1) through 5 April 2020 (day 46),,9,12,82,87,522,9963
4112,1153587218,3.0,1.0,E:363748873,R0 = 1.60,"Italy,north to the south of Italy","The,actual,epidemic,evolution,corresponds,to,yet,enforced,,,yielded,R0,=,1.60,.","day 22,20 February 2020 (day 1) to 5 April 2020 (day 46),22 March 2020",,3,6,2,19,233,4113
4124,1153587218,3.0,1.0,E:2043238883,R0 = 0.99,Italy,"When,the,national,lockdown,was,an,intermediate,scenario,:,the,lockdown,measures,had,a,moderate,fully,operational,and,strictly,enforced,,,after,day,28,,,R0,=,0.99,,,finally,effect,,,probably,due,to,their,incremental,nature,.","after day 28,20 February 2020 (day 1) through 5 April 2020 (day 46)",R0 after day 28,3,6,3,19,234,4125
4151,1153587218,3.0,1.0,E:-715111601,R0 = 0.85,Italy,"Moreover,,,R0,=,0.85,was,achieved,after,day,38,due,to,a,wider,testing,campaign,that,identified,more,mildly,sympmeasures,enforced,after,day,50,.",after day 38,R0 = 0.85 after day 38.,3,6,5,19,236,4152
4212,1153587218,3.0,1.0,E:-792890591,"infected Figure 3c,d",,"In,Fig.,2b,,,the,infected,Figure,3c,,,d,shows,the,benefits,of,stricter,lockdown,measures,:,after,individuals,are,partitioned,into,the,different,subpopulations,(,diag350,days,,,0.41,%,of,the,population,would,contract,the,virus,(,0.30,%,nosed,or,not,,,with,different,SOI,classification,),.",,mixed up lines between the two columns.,3,6,10,19,241,4213
4251,1153587218,3.0,1.0,E:-62082370,individuals are partitioned into the different subpopulations,Italy,"In,Fig.,2b,,,the,infected,Figure,3c,,,d,shows,the,benefits,of,stricter,lockdown,measures,:,after,individuals,are,partitioned,into,the,different,subpopulations,(,diag350,days,,,0.41,%,of,the,population,would,contract,the,virus,(,0.30,%,nosed,or,not,,,with,different,SOI,classification,),.","46,20 February 2020 (day 1) to 5 April 2020 (day 46)",,3,6,10,19,241,4252
4294,1153587218,3.0,1.0,E:-361136615,"Figure 4a,b",Italy,"Figure,4a,,,b,shows,the,effect,of,such,measures,:,the,peak,would,be,reached,19,.","9 March 2020,20 February 2020 (day 1) to 5 April 2020 (day 46)",wrong event.,3,6,13,19,244,4295
4353,1153587218,3.0,5.0,E:1814417377,"Figure 4c,d",Italy,"The,Figure,4c,,,d,shows,the,effect,of,combining,a,milder,lockdown,with,actual,case,fatality,rate,(,CFR,),is,9.8,%,and,the,perceived,CFR,is,13,%,.","9 March 2020,20 February 2020 (day 1) to 5 April 2020 (day 46)",wrong event.,3,6,16,19,247,4354
4356,1153587218,3.0,2.0,E:-1641634047,9.8% and the perceived CFR is 13%,Italy,"The,Figure,4c,,,d,shows,the,effect,of,combining,a,milder,lockdown,with,actual,case,fatality,rate,(,CFR,),is,9.8,%,and,the,perceived,CFR,is,13,%,.","9 March 2020,20 February 2020 (day 1) to 5 April 2020 (day 46)",,3,6,16,19,247,4357
4357,1153587218,3.0,1.0,E:828911796,9.8% and the perceived CFR is 13,Italy,"The,Figure,4c,,,d,shows,the,effect,of,combining,a,milder,lockdown,with,actual,case,fatality,rate,(,CFR,),is,9.8,%,and,the,perceived,CFR,is,13,%,.",20 February 2020 (day 1) to 5 April 2020 (day 46),,3,6,16,19,247,4358
4358,1153587218,3.0,1.0,E:-152277532,9.8% and the perceived CFR is 13%,Italy,"The,Figure,4c,,,d,shows,the,effect,of,combining,a,milder,lockdown,with,actual,case,fatality,rate,(,CFR,),is,9.8,%,and,the,perceived,CFR,is,13,%,.","9 March 2020,20 February 2020 (day 1) to 5 April 2020 (day 46)",,3,6,16,19,247,4359
4759,1538069082,15.0,1.0,E:-794212984,chi represents the rate at which immunity is lost,Italy,"Sensitivity,analysis,showing,the,effect,of,introducing,lack,of,immunity,(,hence,,,the,possibility,of,reinfection,),after,day,50,:,recovered,individuals,can,become,susceptible,again,,,so,we,add,a,term,+,chiH,(,t,),in,equation,(,1,),and,a,term,-,chiH,(,t,),in,equation,(,7,),,,where,chi,represents,the,rate,at,which,immunity,is,lost,.",after day 50,,15,1,1,5,264,4760
4808,1538069082,13.0,1.0,E:-1085720001,"chi=0, chi=0.1, chi=0",Italy,"We,show,the,evolution,of,the,various,model,variables,when,chi,=0,,,chi,=0,.1,,,chi,=0,.8,.",after day 50,,15,1,2,5,265,4809
4972,1549992675,1.0,1.0,E:234898069,new model that predicts the course of the epiwas extended to the entire area of Lombardy,,"2020,,,to,further,contain,the,spread,of,SARS-CoV-2,,,the,red,zone,We,propose,a,new,model,that,predicts,the,course,of,the,epiwas,extended,to,the,entire,area,of,Lombardy,and,14,more,northern,demic,to,help,plan,an,effective,control,strategy,.",,mixed up lines between the two columns..,1,4,5,34,273,4973
5157,1549992675,1.0,3.0,E:91208102,commonly used model is the SIR,,"One,commonly,used,model,is,the,SIR,After,a,novel,strain,of,coronavirus,,,SARS-CoV-2,,,was,identified,in,Wuhan,(,Hubei,),,,China1,,2,,,an,exponentially,growing,nummodel19,for,human-to-human,transmission,,,which,describes,the,ber,of,patients,in,mainland,China,were,diagnosed,with,COVID-19,,,flow,of,individuals,through,three,mutually,exclusive,stages,of,infecprompting,Chinese,authorities,to,introduce,radical,measures,to,contion,:,susceptible,,,infected,and,recovered,.",,Because they are extending SIR model just towards Covid cases in Italy and not China. China is mentioned in intro paragraph to just suggest begining of SAR CoV-2 in China as a Lead/Opening Paragraph.,1,4,20,34,288,5158
5212,1549992675,1.0,1.0,E:2016106309,"One commonly used model is the SIR after a novel strain of  coronavirus, SARS-CoV-2, was identified",,"One,commonly,used,model,is,the,SIR,After,a,novel,strain,of,coronavirus,,,SARS-CoV-2,,,was,identified,in,Wuhan,(,Hubei,),,,China1,,2,,,an,exponentially,growing,nummodel19,for,human-to-human,transmission,,,which,describes,the,ber,of,patients,in,mainland,China,were,diagnosed,with,COVID-19,,,flow,of,individuals,through,three,mutually,exclusive,stages,of,infecprompting,Chinese,authorities,to,introduce,radical,measures,to,contion,:,susceptible,,,infected,and,recovered,.",,mixed up lines between the two columns.,1,4,20,34,288,5213
5218,1549992675,1.0,1.0,E:764207137,More complex models can accurately portray the dynamic spread of  specific epidemics,,"More,complex,models,can,accurately,portray,the,dynamic,spread,of,specific,epidemics,.",,mixed up lines between the two columns.,1,4,21,34,289,5219
5284,1549992675,1.0,1.0,E:664128778,"21 February 2020 in Lodi province, several suspect cases (initially discrete-time SIR model including dead individuals21, Casella develepidemiologically linked) began",,"After,the,first,indigenous,case,number,of,cases20,,,Anastassopoulou,and,colleagues,proposed,a,on,21,February,2020,in,Lodi,province,,,several,suspect,cases,(,initially,discrete-time,SIR,model,including,dead,individuals21,,,Casella,develepidemiologically,linked,),began,to,emerge,in,the,south,and,southoped,a,control-oriented,SIR,model,that,stresses,the,effects,of,delays,west,territory,of,Lombardy6,.",,"mixed up lines between the two columns. individuals21, Casella develepidemiologically linked) began",1,4,27,34,295,5285
5366,1549992675,1.0,3.0,E:360142587,epidemic in Italy that extends swabs as of 5 April 2020,,"Here,,,we,propose,a,new,mean-field,epideconfirmed,cases,of,COVID-19,resulted,in,taking,691,461,nasal,miological,model,for,the,COVID-19,epidemic,in,Italy,that,extends,swabs,as,of,5,April,2020,.",,mixed up lines between the two columns. wrong continuination of paragraph line. epidemic in Italy that extends SIR is in left column of the page and nasal swabs as of 5 April 2020 is in right column paragraph so both of the lines are two different lines,1,4,31,34,299,5367
5502,1638823760,5.0,3.0,E:-1891464611,"initial condition s(0), i(0)",Italy,"Given,an,initial,condition,s,(,0,),,,i,(,0,),,,D,(,0,),,,a,(,0,),,,R,(,0,),,,T,(,0,),,,H,(,0,),,,E,(,0,),summing,to,1,,,we,can,show,that,the,variables,converge,to,an,equilibrium,Rho,Kappa,xi,Sigma,yH,TD,th,(,1/4,),F,>,x,TD,th,(,1/4,),lambda,(,1/2,),xdtTh,d11Th,Tau,0,0,0,yE,TD,th,(,1/4,),D,>,x,TD,th,(,1/4,),0,(,1/2,),xdtTh,d12Th,.",20 February 2020 (day 1) through 5 April 2020 (day 46),,7,16,1,2,304,5503
5503,1638823760,7.0,14.0,E:-1840973756,"i(0), D(0), a(0), R(0), T(0), H(0), E(0) summing to 1,",Italy,"Given,an,initial,condition,s,(,0,),,,i,(,0,),,,D,(,0,),,,a,(,0,),,,R,(,0,),,,T,(,0,),,,H,(,0,),,,E,(,0,),summing,to,1,,,we,can,show,that,the,variables,converge,to,an,equilibrium,Rho,Kappa,xi,Sigma,yH,TD,th,(,1/4,),F,>,x,TD,th,(,1/4,),lambda,(,1/2,),xdtTh,d11Th,Tau,0,0,0,yE,TD,th,(,1/4,),D,>,x,TD,th,(,1/4,),0,(,1/2,),xdtTh,d12Th,.",,,7,16,1,2,304,5504
5504,1638823760,7.0,14.0,E:-681281992,"initial condition s(0), i(0)",Italy,"Given,an,initial,condition,s,(,0,),,,i,(,0,),,,D,(,0,),,,a,(,0,),,,R,(,0,),,,T,(,0,),,,H,(,0,),,,E,(,0,),summing,to,1,,,we,can,show,that,the,variables,converge,to,an,equilibrium,Rho,Kappa,xi,Sigma,yH,TD,th,(,1/4,),F,>,x,TD,th,(,1/4,),lambda,(,1/2,),xdtTh,d11Th,Tau,0,0,0,yE,TD,th,(,1/4,),D,>,x,TD,th,(,1/4,),0,(,1/2,),xdtTh,d12Th,.",,,7,16,1,2,304,5505
5832,1763839731,1.0,1.0,E:-103228458,Predictive mathematical models for epidemics15-18 are fundamental,,"Predictive,mathematical,models,for,epidemics15-18,are,fundamental,to,understand,the,course,of,the,epidemic,and,to,plan,effective,control,strategies,.",,"The numbers are superscript. But the location and temporal context remain generic, since this is just an opening (Lede) sentence to first introduce SIR, then navigate towards  extended models from other researchers.",1,5,10,18,326,5833
5856,1763839731,1.0,1.0,E:-1980461318,One commonly used model is the SIR model19 for human-to-human transmission,,"One,commonly,used,model,is,the,SIR,model19,for,human-to-human,transmission,,,which,describes,the,flow,of,individuals,through,three,mutually,exclusive,stages,of,infection,:,susceptible,,,infected,and,recovered,.",,,1,5,11,18,327,5857
5862,1763839731,1.0,1.0,E:689049127,More complex models can accurately portray the dynamic spread of  specific epidemics,,"More,complex,models,can,accurately,portray,the,dynamic,spread,of,specific,epidemics,.",,This is just another introductory opening sentence which is generic.,1,5,12,18,328,5863
5932,1763839731,1.0,1.0,E:1664859263,"Stochastic transmission models have also been considered24,25",,"Stochastic,transmission,models,have,also,been,considered24,,25,.",,should this really be N/A? no direct location/time information associated. It has to be by inference.,1,5,15,18,331,5933
6050,1837737369,1.0,1.0,E:1225280336,"Pavia, Italy",,"3Division,of,infectious,diseases,i,,,Fondazione,Irccs,Policlinico,San,Matteo,,,Pavia,,,Italy,.",,bug - this is from foot notes.,1,6,2,7,341,6051
6051,1837737369,1.0,1.0,E:-2031017717,"Fondazione Irccs Policlinico San Matteo, Pavia",,"3Division,of,infectious,diseases,i,,,Fondazione,Irccs,Policlinico,San,Matteo,,,Pavia,,,Italy,.",,bug - this is from foot notes.,1,6,2,7,341,6052
6052,1837737369,1.0,1.0,E:525202558,"Pavia, Italy",,"3Division,of,infectious,diseases,i,,,Fondazione,Irccs,Policlinico,San,Matteo,,,Pavia,,,Italy,.",,bug - this is from foot notes.,1,6,2,7,341,6053
6262,1950303572,1.0,1.0,E:43253617,Health are available28,,"Health,are,available28,.",,mixed up lines between the two columns.,5,8,11,26,360,6263
6268,1950303572,5.0,1.0,E:1279938291,countries that are still in the early 2,"Italy,China","We,believe,these,indications,can,be,useful,to,manage,the,epidemic,in,Italy,,,as,well,as,in,countries,that,are,still,in,the,early,2,.",20 February 2020 (day 1) through 5 April 2020 (day 46),Actually this is conclusion for future studies since the authors suggest here that it is helpful for future studenss in countries that are still in early stages of pandemic.,5,8,12,26,361,6269
6354,1950303572,5.0,3.0,E:-1519300607,"Situation Report 76 ios, unaffected by the extent of social restriction and testing",,"Coronavirus,Disease,2019,(,COVID-19,),:,Situation,Report,76,ios,,,unaffected,by,the,extent,of,social,restriction,and,testing,.",,mixed up lines between the two columns.,5,8,18,26,367,6355
6424,1950303572,5.0,3.0,E:-30068147,http://www.salute.gov.it/ nario will evolve to account for these ongoing innovations34-37,,"http://www.salute.gov.it/,nario,will,evolve,to,account,for,these,ongoing,innovations34-37,.",,mixed up lines between the two columns.,5,8,25,26,374,6425
6446,2038082535,9.0,8.0,E:-1324830299,formulas for H and E can be obtained by pre-multiplying the expression of above by fT and dT,Italy,"S,0d,Th,S,The,formulas,for,H,and,E,can,be,obtained,by,pre-multiplying,the,expression,of,above,by,fT,and,dT,,,respectively,.",20 February 2020 (day 1) through 5 April 2020 (day 46),,9,4,0,2,375,6447
6447,2038082535,8.0,6.0,E:1259218119,T(0) = 0,Italy,"Qed,x,Phid,Thdphi,0,if,we,consider,an,initial,condition,in,which,only,undiagnosed,infected,i,(,0,),>,0,R1,i,are,present,,,while,D,(,0,),=,A,(,0,),=,R,(,0,),=,T,(,0,),=,0,,,then,we,can,explicitly,compute,0,0,0,0,as,F0,(,1/4,),C,>,F,1,Id0Th,(,1/2,),>,i,F0,(,1/4,),R0i,0d,th,d23Th,.",20 February 2020 (day 1) through 5 April 2020 (day 46),,9,4,1,2,376,6448
6448,2038082535,8.0,5.0,E:-1396294667,> 0 R1 i,Italy,"Qed,x,Phid,Thdphi,0,if,we,consider,an,initial,condition,in,which,only,undiagnosed,infected,i,(,0,),>,0,R1,i,are,present,,,while,D,(,0,),=,A,(,0,),=,R,(,0,),=,T,(,0,),=,0,,,then,we,can,explicitly,compute,0,0,0,0,as,F0,(,1/4,),C,>,F,1,Id0Th,(,1/2,),>,i,F0,(,1/4,),R0i,0d,th,d23Th,.",20 February 2020 (day 1) through 5 April 2020 (day 46),,9,4,1,2,376,6449
6519,2038082535,8.0,1.0,E:-2054973289,D(0) = A(0),Italy,"Qed,x,Phid,Thdphi,0,if,we,consider,an,initial,condition,in,which,only,undiagnosed,infected,i,(,0,),>,0,R1,i,are,present,,,while,D,(,0,),=,A,(,0,),=,R,(,0,),=,T,(,0,),=,0,,,then,we,can,explicitly,compute,0,0,0,0,as,F0,(,1/4,),C,>,F,1,Id0Th,(,1/2,),>,i,F0,(,1/4,),R0i,0d,th,d23Th,.",20 February 2020 (day 1) through 5 April 2020 (day 46),,9,4,1,2,376,6520
6744,2145103746,9.0,3.0,E:1637586030,coefficients of matrix F are going the sum of the squares of the errors,,"It,is,important,to,stress,that,equation,(,23,),could,be,totally,misleading,for,a,long-term,prediction,,,because,in,the,long,run,the,coefficients,of,matrix,F,are,going,the,sum,of,the,squares,of,the,errors,.",,mixed up lines between the two columns.,8,9,4,13,389,6745
6832,2145103746,9.0,1.0,E:-1632124212,"CFR, on apriori epidemiological and clinical information about the relative parameter",,"Relying,An,important,indicator,of,the,dynamics,of,an,epidemiologic,model,is,the,CFR,,,on,apriori,epidemiological,and,clinical,information,about,the,relative,parameter,which,is,the,ratio,between,the,number,of,deaths,and,the,number,of,infected,.",,mixed up lines between the two columns.,8,9,9,13,394,6833
6833,2145103746,9.0,3.0,E:-1476090315,Relying An important indicator of the dynamics of an epidemiologic model is the CFR,,"Relying,An,important,indicator,of,the,dynamics,of,an,epidemiologic,model,is,the,CFR,,,on,apriori,epidemiological,and,clinical,information,about,the,relative,parameter,which,is,the,ratio,between,the,number,of,deaths,and,the,number,of,infected,.",,mixed up lines between the two columns.,8,9,9,13,394,6834
6834,2145103746,9.0,3.0,E:-887663699,"CFR, on apriori epidemiological and clinical information about the relative parameter",,"Relying,An,important,indicator,of,the,dynamics,of,an,epidemiologic,model,is,the,CFR,,,on,apriori,epidemiological,and,clinical,information,about,the,relative,parameter,which,is,the,ratio,between,the,number,of,deaths,and,the,number,of,infected,.",,mixed up lines between the two columns.,8,9,9,13,394,6835
6861,2145103746,9.0,7.0,E:-1329835136,"P(t), which are defined as the squares of the errors",Italy,"Our,magnitude,(,as,discussed,above,),,,and,starting,from,a,random,initial,guess,,,the,model,allows,us,to,distinguish,between,the,actual,CFR,M,(,t,),and,the,perceived,CFR,model,parameters,have,been,fitted,by,reiterated,local,minimization,of,the,sum,of,P,(,t,),,,which,are,defined,as,the,squares,of,the,errors,.",20 February 2020 (day 1) through 5 April 2020 (day 46),Because our model allows us...which is SIDHARTHE,8,9,10,13,395,6862
